Gene name	log2(TE)
CFDP1	0.071494918
IL6ST	0.071274688
TRABD	0.070901922
PDS5A	0.070219536
CEP112	0.070104238
MSH3	0.070055795
MAP7D3	0.069695224
MTCH2	0.069686394
LARS	0.069493522
MLLT4	0.069392244
TMEM237	0.068657316
ALG13	0.068488846
DHX34	0.067904065
TGIF2-C20orf24	0.067898502
TOR1A	0.067884951
MTA1	0.067408894
CDC40	0.067331502
MON1B	0.067323025
DIAPH3	0.066919592
ARID4B	0.066874844
CAPN7	0.066801294
MPP5	0.066634374
SLC35G1	0.066447362
ZKSCAN2	0.066273219
EXOC1	0.066169236
NOM1	0.065705046
WDR6	0.065305073
NELL2	0.065095028
SCAF11	0.065064055
UBE2D3	0.065032991
DCAF17	0.064646204
COPRS	0.064525711
CHEK1	0.064398754
MRPL32	0.064219164
PRDM10	0.064001
NR2F6	0.062669045
7-Mar	0.062246635
MOXD1	0.061865256
CWF19L2	0.061594755
ECT2	0.060577993
CD46	0.060518154
CYB5A	0.060475828
MTSS1L	0.060018472
NDUFC1	0.060008457
IMPA1	0.060007309
RALGAPA2	0.059928857
NFKBIB	0.059857123
S100A13	0.059615911
MACF1	0.059280938
UBA2	0.059265576
C21orf91	0.058292168
MRPL37	0.056703022
PTDSS2	0.05612322
MOSPD1	0.055427419
PLXNB2	0.05541312
KATNA1	0.055382626
5-Mar	0.055312718
ZNF711	0.055218417
TSSC1	0.055001389
WDHD1	0.054908341
MARK4	0.054719545
DCTD	0.05471776
EIF4B	0.054705892
CLGN	0.054447784
YME1L1	0.05418365
SRSF11	0.053812144
TMX4	0.053269825
RPS4X	0.052434063
LDB1	0.052349471
IPPK	0.051723661
CISD1	0.051697173
STRAP	0.051532041
YAE1D1	0.051507491
INO80E	0.051386788
ILVBL	0.051282745
SLIT2	0.05045227
ATP7A	0.050429427
MRGBP	0.050217574
TUBGCP3	0.049563101
HIGD1A	0.049013713
PCDH10	0.048973463
AKR1A1	0.048929709
SMG8	0.048541921
IFT88	0.048498518
CUL2	0.048469648
NOC3L	0.048350528
ORC5	0.048266208
STK33	0.048032696
CYHR1	0.047924035
TMEM206	0.047652976
ANKRD40	0.047607882
NF2	0.047347119
NCOA1	0.047195168
PSEN2	0.046714836
TCEAL4	0.046370648
PPIL3	0.046217592
PSMC3IP	0.045759992
RPS6KA4	0.0451122
ARSK	0.044920747
CEP85	0.044364114
JAG2	0.043999193
BMP1	0.043902822
NFE2L1	0.043456837
SH3GLB1	0.04340753
LYPLAL1	0.043157925
FAM120A	0.043079011
ZNF791	0.043068722
TXNRD1	0.042811349
TADA2A	0.042375908
TM9SF1	0.042110837
ACAP2	0.04163729
EXOSC9	0.041265386
IPO11	0.041216945
NF1	0.040056831
C11orf58	0.039909567
HABP4	0.039649077
EXOSC10	0.039449545
DHX57	0.039264471
TBC1D22A	0.039147738
GCLC	0.038524678
IREB2	0.038506854
NUP107	0.038486589
STIL	0.038142435
ATF1	0.03797805
CERS5	0.037430509
PDS5B	0.035924899
CTR9	0.035886997
HADHA	0.035829071
CELSR1	0.035750025
SDF4	0.034988052
RAB9A	0.034725882
TPT1	0.034541875
NAA25	0.034025446
C12orf29	0.033828384
UBA5	0.033094017
MRPL1	0.032590969
ADSL	0.032107746
COCH	0.031897116
TCEB3	0.031846109
DPH7	0.031810354
SAMD11	0.031740571
RIT1	0.031461886
DGCR2	0.031414256
GSTA4	0.030753209
NRD1	0.03072194
NSMCE4A	0.030611093
MRPS5	0.0304234
COG3	0.030234401
BBS7	0.030232201
PLEKHG4	0.029670867
DCUN1D5	0.029552258
REEP3	0.028688759
FAM91A1	0.028228877
MRPL15	0.028198327
VPS41	0.02815104
ALKBH2	0.028114244
HEXA	0.027764257
MORC3	0.027120671
ANP32B	0.027113157
RPS9	0.027051754
ZCCHC4	0.02656972
UFSP2	0.026547155
RAB6A	0.026530631
TAF6	0.026444483
CIT	0.026343307
ARRB2	0.026277174
RNF126	0.026192776
SH3GLB2	0.02609279
ASPH	0.026012569
PTCD3	0.025863762
GOLM1	0.025725626
SRCAP	0.025212267
KCMF1	0.02479451
POLM	0.024718395
LENG8	0.024714866
DHX36	0.024399748
BSN	0.023978863
RPA3	0.023584843
ECSIT	0.022883268
UBR1	0.022699048
BACE2	0.022437389
BCL7C	0.02237068
PKN2	0.022061498
ATP6V0B	0.021699291
THOC1	0.020742427
PSPH	0.020596268
SH3BP2	0.020093571
PHKA1	0.019654275
COQ2	0.01864145
NDUFV2	0.018511656
RER1	0.018022555
RPUSD4	0.017548201
MTCH1	0.016771962
TSSC4	0.01652049
POLR3C	0.016331942
TRMT5	0.016228462
GTF2A2	0.016093604
CCDC93	0.015760139
CBX3	0.01564905
CTTNBP2NL	0.015094734
TIMELESS	0.015062729
FGFR2	0.014766711
GUSB	0.014613806
RAB1A	0.014519126
TECPR1	0.014427071
LTBP4	0.014331526
USP4	0.014228616
LMBRD1	0.013986888
CPE	0.013726296
ZDHHC18	0.013636161
GNAI1	0.013514806
NCAPG	0.013298652
CTNNAL1	0.0131913
TFDP2	0.013102737
TIMM44	0.012884319
PRKRA	0.012585183
VPS36	0.012551802
WDR48	0.012422001
SLC33A1	0.012421805
IMMT	0.012310078
DUSP16	0.01219847
ARHGAP18	0.012130841
BMPR2	0.011902089
RBBP6	0.011865608
WDR92	0.011759169
RSL1D1	0.010679546
ATN1	0.010394101
ERICH1	0.009915469
MAGI3	0.009889979
INTU	0.009767776
SLC47A1	0.009352999
DEPDC7	0.009248077
ZNF616	0.009073584
APH1A	0.009058245
MDN1	0.008572188
NFKB1	0.008556371
KIAA1462	0.007970711
TRMT2A	0.006397771
SERINC1	0.005839363
TOB1	0.005805622
DNAJB11	0.005458917
7-Sep	0.005376032
HYLS1	0.004700868
SLC26A6	0.003923034
RAD9A	0.003735941
PHF21A	0.003727896
PLXNA1	0.003719886
NCAPD3	0.003400865
PCOLCE2	0.003361621
CADPS2	0.003195339
TBC1D12	0.002965458
LAPTM4A	0.002726926
AKAP11	0.002611213
PEX7	0.00240249
CARS2	0.002242822
CEP57L1	0.001737141
RPRD1A	0.00169517
PRAME	0.001269978
TRMT1	0.000944481
FAM120B	0.000679075
NUDCD1	0.000449508
MECOM	0
GRHL1	0
FDPS	-0.000370539
CCAR1	-0.00038096
NARS2	-0.000509336
NDUFAF7	-0.00080172
CENPO	-0.000888086
SCAF8	-0.000997714
ICMT	-0.001004452
KIF23	-0.001258622
RBM39	-0.001592534
SNX9	-0.002415361
ITPKC	-0.002515598
MSMO1	-0.003106747
LTV1	-0.003463855
RANBP2	-0.003550523
RPL30	-0.003575521
DNTTIP2	-0.003598643
POLR3E	-0.00372921
SPIN1	-0.0048494
ARHGAP35	-0.005553411
LRP4	-0.00573637
SIPA1	-0.007455805
RNF123	-0.007791351
HERPUD2	-0.007978057
TMEM194A	-0.008241378
DOT1L	-0.008533075
RPL14	-0.008877111
15-Sep	-0.009049192
ME1	-0.009366582
RASGEF1B	-0.009586049
RNF138	-0.010299559
PDCD2	-0.010530667
RNF115	-0.010647244
TRIM4	-0.010733057
TSPAN3	-0.010904499
CLK2	-0.011143631
SCHIP1	-0.011546754
CHAC2	-0.011610061
SMG7	-0.011676829
LRRC14	-0.011769161
NCOA4	-0.01181938
IQCJ-SCHIP1	-0.011923167
CDON	-0.012174714
ATP2B1	-0.012720798
RNF181	-0.012987406
TRMT12	-0.013071926
GFPT2	-0.013433012
SUCLA2	-0.013457335
NCKAP5L	-0.013546532
SLC25A15	-0.013700911
BNIP2	-0.014289668
SATB1	-0.014478781
EIF3J	-0.014611303
BOD1	-0.014769768
C11orf30	-0.015613735
FKBP14	-0.01593316
DR1	-0.015981679
NUP205	-0.016093538
SPECC1	-0.016161337
PTAR1	-0.016210227
MUT	-0.016495664
TRIM59	-0.016644783
BAZ1A	-0.016743264
STX10	-0.017533202
DCBLD2	-0.017779917
NUDT9	-0.017887188
USP38	-0.017988949
DIAPH1	-0.018056494
CDC42EP1	-0.018998728
LACTB2	-0.019188247
UBE2F	-0.019385341
ITCH	-0.019422555
RPS3	-0.019993083
CNOT1	-0.020061601
MRPS9	-0.020254894
ASB1	-0.022350486
STX3	-0.023178487
MAN2A1	-0.024131662
DAB2IP	-0.024210554
TCEAL1	-0.024280193
NOL12	-0.024292496
CCNH	-0.024349861
ATRIP	-0.025204631
RTKN2	-0.025408605
ZNF212	-0.02551896
OLA1	-0.02622473
SPAG5	-0.026348392
RPL17	-0.026726073
COQ10B	-0.026967048
NISCH	-0.027518178
RDH11	-0.028937547
UGGT2	-0.029077233
GGNBP2	-0.031125339
HINT3	-0.031181655
CERCAM	-0.031746578
PRDM2	-0.032548694
TMA16	-0.033023613
RASSF1	-0.033218936
THUMPD3	-0.03360327
CREM	-0.034024815
SMC4	-0.034335615
PI4KB	-0.034758552
ANGEL2	-0.034836867
TMTC3	-0.034909049
SASH1	-0.035018589
NMT2	-0.035474802
SMS	-0.035509536
QSOX2	-0.035810976
UPF3B	-0.03614507
UBAC2	-0.036243521
C5orf45	-0.037107491
POLE2	-0.037293866
HES4	-0.037298541
SLC39A10	-0.037713345
PAQR3	-0.038061034
PRKAR2B	-0.038107147
RPAP2	-0.038107605
RASA1	-0.038403512
UXS1	-0.038699334
LRP5	-0.039038099
NAMPT	-0.03906012
PTPMT1	-0.039113955
GRB10	-0.039248457
NADSYN1	-0.039335894
TTK	-0.040594661
SLC22A5	-0.040718461
KDM6A	-0.040857811
MON2	-0.040866633
ARHGAP32	-0.041222663
SPRTN	-0.041502679
PRTFDC1	-0.041701267
BRMS1	-0.042275692
BUD31	-0.04230438
ITGB1	-0.042304801
ZNF584	-0.042378602
MLST8	-0.044466522
TNIP2	-0.044510696
KLHL13	-0.044705616
BRD1	-0.04488331
RBMX2	-0.04507071
YTHDF1	-0.045435358
RNF34	-0.045903347
PPP1R15B	-0.045949586
N4BP2	-0.04608239
CIC	-0.046427362
DPY30	-0.047174222
WDR73	-0.047597806
UGP2	-0.049995781
ATG13	-0.050227362
RNF19B	-0.050689607
SERAC1	-0.050935461
TICRR	-0.051066775
PUS7L	-0.051081848
1-Mar	-0.051496592
GNL2	-0.051883037
AIG1	-0.052057382
PAFAH1B1	-0.052196211
RTCA	-0.052413262
NRDE2	-0.05264148
DALRD3	-0.052932131
MAN2C1	-0.053176599
PCMT1	-0.053351502
RAPGEF4	-0.053439259
CCDC138	-0.053915546
U2SURP	-0.05407264
VKORC1L1	-0.054384945
PTPN3	-0.054447784
SUPV3L1	-0.05556543
TSPAN31	-0.056187306
MYLIP	-0.056848998
FAM193A	-0.057233404
STK17B	-0.05782463
FLAD1	-0.057942785
TMEM120A	-0.058116408
RAB3GAP2	-0.058675907
MRPL45	-0.058801354
ATG16L1	-0.058999961
COMMD8	-0.059306114
HSBP1	-0.059345975
DPM1	-0.059586709
MTPAP	-0.060177996
COPS2	-0.060301839
UGT8	-0.060541542
SCOC	-0.061112738
SRF	-0.061219267
DHX40	-0.061756697
PSMG1	-0.062065039
TMEM126A	-0.062900672
CHID1	-0.063122597
ACTR3	-0.063218185
BTBD3	-0.064453869
TRAF4	-0.064581191
RFX7	-0.064720578
NLRX1	-0.065489082
METAP2	-0.065937988
USO1	-0.065963262
RBM20	-0.066008541
MTFMT	-0.066223231
MCCC1	-0.066538212
FAM63B	-0.067234516
MCMBP	-0.067755097
C2orf44	-0.067783194
GATAD1	-0.067869336
STK17A	-0.067913694
XPA	-0.067951107
GPX3	-0.06815887
MYO3A	-0.068386975
POLR2F	-0.068633831
TJAP1	-0.068736478
PIK3R4	-0.068797217
FBXO46	-0.068961624
NRARP	-0.069135202
TOE1	-0.069348047
YEATS2	-0.06950451
B2M	-0.069994532
TRMT6	-0.070031303
CAMSAP1	-0.070171907
IPO8	-0.070446307
TMX2	-0.07073684
PIGS	-0.070881404
CCNG1	-0.070885628
SETD2	-0.07103373
MFN1	-0.071044197
CDR2L	-0.071144073
TRAPPC11	-0.071494151
JMY	-0.071654099
LETMD1	-0.071843658
ZNF358	-0.071911426
GMPR2	-0.072083988
TRMT10C	-0.072106037
XPC	-0.072108485
ABCC4	-0.072274449
SLC19A2	-0.072892521
PRKCZ	-0.072907853
NPC2	-0.07307548
GREB1L	-0.073086036
ZNF274	-0.073107548
TMBIM4	-0.073453542
PPWD1	-0.073564261
HINFP	-0.07426797
ZMYM1	-0.074293782
KIAA1524	-0.074423267
ZNF592	-0.074657198
AP2M1	-0.075004428
TAF1	-0.075329086
AGPAT3	-0.076710984
POLR1D	-0.077859777
PLEKHO1	-0.07804088
CRYZL1	-0.078152388
SESN1	-0.078515785
MLXIP	-0.078724112
CEP192	-0.079279637
HNRNPA1	-0.080343892
CDR2	-0.080442993
PCID2	-0.081091819
ABCE1	-0.081101341
TDP1	-0.08111244
CD47	-0.081199267
STAMBP	-0.081563725
RCN2	-0.08246216
LUC7L	-0.082548495
MRPS15	-0.083770035
SLC4A2	-0.084387323
PDCD11	-0.084740617
SCRN3	-0.085116614
AGA	-0.085134525
ZRANB3	-0.085227837
JADE3	-0.085648091
RNGTT	-0.085675553
MID2	-0.085750594
URGCP	-0.085779863
BSCL2	-0.085904855
ANO10	-0.085920961
USP30	-0.086039831
RWDD3	-0.08622149
IQSEC1	-0.086430444
CD63	-0.087198002
UCHL3	-0.087551943
HPS3	-0.089285051
EIF5B	-0.090399192
BTBD1	-0.090709135
BEX4	-0.090771384
ALG6	-0.09079458
CWC22	-0.091684412
MYO5C	-0.092637241
PLRG1	-0.093544773
BBX	-0.093598418
PPP2R5C	-0.093659107
PPP4R1	-0.093862405
BBS2	-0.09425291
TTC27	-0.094539387
LACTB	-0.095746873
SOGA3	-0.096055105
DLG1	-0.096238748
PANK2	-0.096327669
DDX23	-0.096414068
DEK	-0.096603495
TRO	-0.096608324
MGME1	-0.096719159
CMC4	-0.097403389
ZSCAN9	-0.097577884
RPL7L1	-0.097984944
PUS3	-0.099738143
BAG5	-0.099769668
EML4	-0.099977577
ZNF428	-0.10048228
VWA8	-0.100496083
YTHDF3	-0.100742664
TMF1	-0.101402032
TCF25	-0.101604593
MCM9	-0.101613737
CUL5	-0.102077188
MAP2K5	-0.102250058
ZBTB8A	-0.102520904
GIN1	-0.10295719
BTN2A2	-0.103230157
TRNT1	-0.103765213
AKAP8	-0.10399902
PLEKHM3	-0.105794664
SHROOM1	-0.105868635
SRP72	-0.106560123
TMEM184B	-0.10705205
RPP38	-0.107073344
NBN	-0.107354144
PRKRIP1	-0.107572373
KIAA1429	-0.107670344
ARFGEF1	-0.108238929
ADRBK1	-0.108488169
MED1	-0.109050074
DHX35	-0.109096424
TOP1MT	-0.109333655
ERBB2	-0.109411217
BFAR	-0.109532734
ENPP4	-0.109714177
TEX261	-0.109991238
WRB	-0.11020903
OXSM	-0.110238456
TPRN	-0.110670232
DNA2	-0.111008937
ATF6	-0.11193525
CCNY	-0.113625079
ZDBF2	-0.114248171
C5orf22	-0.114462715
MFSD11	-0.114483055
RMDN3	-0.114559764
TPCN1	-0.115240574
RACGAP1	-0.116000987
CEP85L	-0.116364757
GPX4	-0.117083106
WDR62	-0.117122815
TOM1L1	-0.117153795
UBE2E1	-0.117662588
NAP1L1	-0.118238784
SEMA4F	-0.118644496
EYA4	-0.118644496
LRRFIP2	-0.11870479
PARG	-0.118705928
ABHD5	-0.11873372
MTERFD1	-0.119460731
RNF168	-0.119556981
METAP1D	-0.119595785
CGN	-0.120294234
RALBP1	-0.120327921
LZTR1	-0.120412422
ANAPC4	-0.120864183
MYO18A	-0.120967054
SIMC1	-0.121276934
METTL21A	-0.121484646
PPA1	-0.122037409
NFIL3	-0.122294851
ZBTB21	-0.122391894
MICAL3	-0.122484007
SIRT3	-0.122571507
FBXO18	-0.122823628
NR1D2	-0.123104145
GALT	-0.123382416
LYN	-0.124053846
CNOT10	-0.12471649
CDK19	-0.125161481
SELM	-0.125203525
HS2ST1	-0.125596167
THG1L	-0.125695039
AHRR	-0.125798023
XBP1	-0.126055639
NEIL3	-0.126627616
BLZF1	-0.126943152
TMEM50A	-0.128115647
EXPH5	-0.128448365
ZCCHC2	-0.128733314
TMEM38B	-0.129946173
MIB1	-0.129996719
KRBA1	-0.130317709
PALD1	-0.130867526
ABCB8	-0.131006012
SAC3D1	-0.131115356
GCFC2	-0.131394051
PPP1R35	-0.131517466
CYTH3	-0.131714754
ZKSCAN8	-0.131766068
CREB3	-0.13234932
FER	-0.133798498
CRY1	-0.134253718
OXR1	-0.134362449
RC3H1	-0.134628674
FAM49B	-0.134735009
GNL3	-0.135042687
PLEKHA5	-0.135078316
B3GALT6	-0.135490355
RAI14	-0.135673097
XPO1	-0.136167415
ATG3	-0.13630783
MAP3K2	-0.136321471
BAIAP2L1	-0.136603114
REPIN1	-0.136909944
FAM69B	-0.136927329
HCCS	-0.136930923
ITGB3BP	-0.137558079
ABHD3	-0.138317916
MYO10	-0.138643544
MUM1	-0.138795104
ELOVL4	-0.138957572
B4GALT7	-0.139889386
MED23	-0.14004796
SLC35B2	-0.140579429
LUC7L3	-0.140890518
ABCC5	-0.140897303
RAB3GAP1	-0.141585564
KNOP1	-0.141893066
SLC38A10	-0.142056326
METTL17	-0.142256872
MOSPD2	-0.142486931
LPGAT1	-0.142883375
KIF16B	-0.143479021
NGLY1	-0.143578038
SLAIN2	-0.143948516
UHRF1BP1	-0.144058948
METTL2A	-0.144802639
LUZP1	-0.145329088
CLPX	-0.145613894
TRMT10A	-0.145821936
EPN1	-0.145994985
RECK	-0.146548663
ZNF318	-0.148522525
CLIP1	-0.148839554
JOSD1	-0.148943294
IMPACT	-0.149392369
NCOR1	-0.149858325
SLC35F2	-0.15023084
GOLGB1	-0.150416843
PRR11	-0.150554459
EIF4E2	-0.15065701
DST	-0.150721267
AFG3L2	-0.150874287
TBC1D20	-0.151313586
FANCG	-0.151432746
NAE1	-0.151462657
BAHCC1	-0.151582421
EXT2	-0.151641697
C11orf95	-0.152003093
EFCAB7	-0.152122814
RNF31	-0.152163562
DTNB	-0.152321183
SLC37A4	-0.15273524
PCIF1	-0.15283885
ANAPC7	-0.153261143
RND2	-0.153323034
NPHP4	-0.154647815
WDR59	-0.154681289
ELP5	-0.154961602
STK25	-0.155023425
LIMK2	-0.156213207
TRIM2	-0.156389521
ZNF800	-0.156504486
AKAP1	-0.15654155
NRIP1	-0.156679581
FBXW11	-0.156819528
HPS6	-0.157100961
ROBO1	-0.157242877
ATF3	-0.157900857
SDAD1	-0.158271914
MINA	-0.159593089
MEGF8	-0.15995583
BAMBI	-0.160633399
TRMT44	-0.16089119
CACYBP	-0.161048927
DNAJC21	-0.161814543
CYP20A1	-0.16199082
TFB1M	-0.162650338
KIAA0319L	-0.162990383
ENOPH1	-0.163040476
SUV420H1	-0.163310157
FAM102B	-0.163498732
R3HCC1L	-0.163498732
LEPROTL1	-0.163623484
ZC3H7B	-0.163964945
PECR	-0.163997374
KCTD3	-0.165898626
CXorf57	-0.165983209
BSDC1	-0.166312456
RILPL1	-0.166676419
CCDC174	-0.166963124
ELK1	-0.167309053
PROSER1	-0.167479914
DBT	-0.167812791
HEXB	-0.168233157
ZDHHC9	-0.168264632
ZNF740	-0.168276714
TMEM98	-0.168345943
PRC1	-0.168695785
ACAD10	-0.168945242
HOXD11	-0.169376731
RNF220	-0.169609541
TBCE	-0.169645436
TDP2	-0.169682837
MEX3C	-0.169694998
MIER1	-0.171487022
NAT14	-0.17197866
IARS2	-0.172191181
UBXN2A	-0.172397487
ABCA2	-0.172404286
SLC2A8	-0.172414553
TFAM	-0.172972867
BRMS1L	-0.173708342
CCDC127	-0.173930932
NAA35	-0.174126568
DUS1L	-0.174152621
HERC1	-0.175013878
KIAA0556	-0.175191057
SRD5A3	-0.175583645
ITFG2	-0.175760585
DDX50	-0.175821098
HSPA14	-0.176065009
ZNF644	-0.17716365
PGAP1	-0.177251624
PUS1	-0.178071597
ANO6	-0.178608727
VIPAS39	-0.178883177
MTERF	-0.179092369
LRFN1	-0.179599658
SCFD1	-0.180146263
GALNT2	-0.180167832
WDR35	-0.180255553
ENTPD7	-0.181057104
NPDC1	-0.181069501
FCF1	-0.181865454
LOC81691	-0.182044196
XPR1	-0.182439694
APOPT1	-0.182933193
RIC8B	-0.183727729
SYNJ2BP-COX16	-0.183751313
RPL27	-0.183977346
SYDE2	-0.185082685
SPG7	-0.185258572
RPL31	-0.185540328
TBC1D17	-0.185866545
WAPAL	-0.185917851
CAMKK2	-0.186055862
ACSL3	-0.187688442
PTPRU	-0.187784787
CKAP2	-0.18797571
NPHP1	-0.188375483
STARD7	-0.189380439
PTPRK	-0.189850059
USP28	-0.190038582
SNAPC4	-0.190477241
DIMT1	-0.190664714
MANBA	-0.191633489
MET	-0.191702571
ELP6	-0.191717001
SLC38A9	-0.191911815
BACH1	-0.19252643
SHISA5	-0.192802294
RNF146	-0.19309495
WDR47	-0.193423021
ASUN	-0.193455032
MED17	-0.193485173
ST20-MTHFS	-0.193835175
HIVEP2	-0.194303666
SMCR8	-0.194956884
TTI1	-0.195517296
PIGU	-0.195643028
OSBPL9	-0.196491906
GAS2L3	-0.196721014
WDR75	-0.197025865
LIMK1	-0.197515888
PHF23	-0.197851545
DENND5B	-0.198063092
DMWD	-0.19891436
PSD3	-0.199112014
CDAN1	-0.200482468
THOC2	-0.200845011
QPCT	-0.200881228
ALKBH3	-0.200932843
TBL1X	-0.201411412
UTP23	-0.201533012
WDR20	-0.201572783
RTTN	-0.201633861
MRPL3	-0.202251097
SUN1	-0.202839244
PIGG	-0.202993766
LEMD3	-0.203126562
ANKRD26	-0.20372321
AP4E1	-0.20372321
ZSCAN30	-0.204555941
LRCH1	-0.204981738
HNRNPC	-0.205224161
NDC80	-0.205334437
TMEM67	-0.205675026
PWWP2A	-0.205953311
KIAA0930	-0.206591896
DCAF5	-0.20702402
DACT1	-0.207115561
ZFYVE20	-0.207493545
RAD1	-0.207878017
DGUOK	-0.207878796
NCK1	-0.207960763
HSF2	-0.207973087
APTX	-0.208504839
MAP2K4	-0.208622443
SBNO2	-0.209115443
AFTPH	-0.210064392
SPRYD3	-0.210540831
RAD54B	-0.210994589
TEX30	-0.211169855
SZRD1	-0.211185835
RPLP0	-0.212264152
UBA3	-0.212653545
PHF10	-0.212681655
C9orf142	-0.212847679
TMEM19	-0.213050947
TAZ	-0.213372165
JMJD1C	-0.213579352
DOCK6	-0.213706693
MDM4	-0.213750398
SRBD1	-0.21381189
NABP2	-0.213889356
SEC62	-0.214087266
AGPAT5	-0.215023171
PFDN4	-0.215300596
NOA1	-0.21553875
NEDD8-MDP1	-0.215722836
ARHGEF26	-0.215999965
LRIG3	-0.216143419
SLX4	-0.21620855
CERS2	-0.216542572
FOCAD	-0.216632174
EIF5	-0.217069952
ZNF484	-0.217151969
CDC16	-0.217499011
TMX3	-0.218208673
ZBTB5	-0.219223311
ERCC6L	-0.219264684
FAM175B	-0.219511064
RADIL	-0.219566377
LTN1	-0.219771721
RPL13	-0.219855157
ATAD1	-0.219945345
WDR19	-0.220294972
HARS2	-0.22077378
TMEM18	-0.220792094
CCDC130	-0.220851903
TAF11	-0.220944423
EMC3	-0.221625853
SPAG9	-0.22219347
FANCD2	-0.222701614
FAM134A	-0.22321576
NFATC3	-0.223516453
PEX1	-0.223548196
CSDE1	-0.223699295
VAV2	-0.224074865
CDC45	-0.224882077
C4orf3	-0.224947221
GSTK1	-0.225319771
ARFGEF2	-0.225381371
CAMLG	-0.225826335
WDR41	-0.226090061
ZNF496	-0.226107837
CTDSPL2	-0.226715754
RBM48	-0.227872351
KLHL22	-0.228114421
HBP1	-0.229125528
PHLDB2	-0.230228261
ZUFSP	-0.230576149
ING3	-0.231144493
EIF2D	-0.231354864
COLEC12	-0.23139242
CSNK2A1	-0.2315079
C8orf59	-0.231668174
ABRACL	-0.231912778
COMMD5	-0.233162741
SZT2	-0.233797185
RPP14	-0.233872814
DNAAF2	-0.234248779
CMSS1	-0.234935995
USP24	-0.235612129
ITGAE	-0.235628248
RABGGTB	-0.235765732
SMYD4	-0.236263948
KIAA0586	-0.236625403
SETDB1	-0.236939153
KIAA1598	-0.237554538
NXT1	-0.237588314
TOR3A	-0.237588931
DOLK	-0.237657133
SLC20A2	-0.238572348
TUSC3	-0.239091272
CEP250	-0.240065983
ABHD12	-0.240089222
HIVEP1	-0.240432977
CIR1	-0.240463994
DCUN1D4	-0.240468472
ADAM15	-0.241865571
BICD1	-0.242398113
HPS1	-0.242998329
FGFRL1	-0.243058839
GFOD2	-0.243301411
PPARG	-0.243610046
HP1BP3	-0.243895909
SNX8	-0.24404423
SLC4A11	-0.244307198
ZNF106	-0.244463658
ARAF	-0.244525955
NAB1	-0.244669638
USP10	-0.244744962
FAM118B	-0.246204821
CDIPT	-0.247407738
AP1G2	-0.247466132
MPHOSPH10	-0.247490617
LARP7	-0.247892278
LMBRD2	-0.247927513
LPCAT4	-0.248512382
C12orf4	-0.248664522
INTS8	-0.248820547
BRPF3	-0.249880858
EMC7	-0.250287254
ZNF175	-0.250808104
YBX1	-0.251150454
INPP1	-0.251233806
BAP1	-0.251801571
LRP6	-0.252076109
SDCCAG8	-0.252098928
PNPT1	-0.252717477
DCAF12	-0.252808062
TBC1D22B	-0.253756592
FPGT	-0.254719138
ACADVL	-0.254870045
TXNDC12	-0.255117892
SPATA20	-0.255257055
DNAJB4	-0.255880077
NFATC2IP	-0.255942265
TNIP1	-0.256527177
STIM2	-0.257202382
CTDSPL	-0.257298036
CDKN2AIP	-0.257464148
NMD3	-0.257933394
HEATR1	-0.258078904
BCS1L	-0.258243142
TINF2	-0.258265162
CHD6	-0.258734268
RALB	-0.258743404
TBC1D31	-0.258752501
CCNE2	-0.259636973
RECQL5	-0.259643817
HAUS2	-0.259853611
ZNF215	-0.259867127
INPP5F	-0.26072054
NOP58	-0.26078829
TM2D2	-0.260814685
TMEM161B	-0.260816581
TSEN15	-0.260932484
SCYL3	-0.261563019
USP15	-0.261896461
MUTYH	-0.261993125
ZNF134	-0.262056639
CCDC47	-0.262087859
C9orf72	-0.263337207
ARMCX5	-0.264147811
POLG2	-0.264360616
ZDHHC13	-0.264557843
NAA16	-0.264660894
RBM17	-0.264819945
METTL13	-0.265821304
SUZ12	-0.266194747
NARF	-0.266877403
C17orf80	-0.267302366
FAM208B	-0.267393511
ABI2	-0.268009707
USP36	-0.268334262
ATP9A	-0.268624706
TAF13	-0.270240176
OSBPL3	-0.270476563
STYXL1	-0.270515987
CENPQ	-0.27079654
C10orf137	-0.271613391
PAQR4	-0.272573886
TMEM129	-0.272699969
BRD7	-0.272901435
ARL14EP	-0.273632538
SLC44A1	-0.274521268
EZH2	-0.274790399
SLC35B4	-0.276799674
VPS13C	-0.277485562
KIAA1551	-0.277812461
NDUFA4	-0.278396049
KBTBD6	-0.278594391
SPIRE1	-0.279479157
DCK	-0.281374753
MAGOHB	-0.282198756
KIAA1033	-0.282351264
XRCC3	-0.282873983
CNST	-0.283100029
UACA	-0.283262526
CDK13	-0.284802903
ADAT2	-0.285110912
CKAP2L	-0.285137153
MINK1	-0.285565458
POC5	-0.286553765
CETN3	-0.286754868
PRIM1	-0.287043839
RNF141	-0.28707988
PPOX	-0.287765283
ZYG11A	-0.28811217
NEMF	-0.288351248
WIPI2	-0.289037295
PIGM	-0.290602666
BRCA1	-0.291687001
KBTBD8	-0.291863577
COX10	-0.291930551
ZNF133	-0.292672292
ADIPOR1	-0.293302817
PRMT6	-0.294339904
NR2F1	-0.295396269
GPX1	-0.296435741
TSHZ3	-0.297522782
STRN4	-0.298483242
KIAA1586	-0.29850598
TAF1C	-0.298795129
COA5	-0.299230909
CAPZA2	-0.299959267
HDGFRP3	-0.30010887
TIMM9	-0.300506573
TEX10	-0.301434521
PCSK6	-0.301780488
TET3	-0.302360726
