Gene name	log2(TE)HELA
MINA	0.792937311
CLTC	0.793536399
EPHA7	0.793609011
CWF19L1	0.793803926
HSPA9	0.793826151
DCAF10	0.794041174
RELA	0.794139303
TNFRSF12A	0.794428245
NUP37	0.794665387
TARS	0.795134615
CORO1C	0.795564841
CYB5D1	0.796057968
RPAP3	0.796608541
EHD1	0.797589962
LRPPRC	0.797693011
GGCX	0.797763775
VAPA	0.797986264
MRPS27	0.798447719
UBL7	0.798821249
THOC6	0.79941999
USP22	0.799491857
NPC1	0.79970135
FAM160B1	0.80098852
RAB28	0.801517388
TGOLN2	0.801542239
ORC6	0.801738226
TMEM243	0.801756053
AURKA	0.801825795
CDC34	0.80185134
TGFB1I1	0.803679264
STYXL1	0.804541062
TNFAIP1	0.805195199
RSF1	0.805400538
MLF1	0.805987114
STAU1	0.806458914
CASP6	0.806710315
EPHX1	0.807354922
CPOX	0.807966363
SAMHD1	0.808050253
QPRT	0.808169314
H2AFY	0.808428877
CNKSR3	0.808545756
IPPK	0.808880776
DDX39A	0.809099485
EBP	0.809231529
PIH1D1	0.80933285
SERPINE2	0.809846488
TMEM69	0.810271226
FLCN	0.810818416
SHMT1	0.811117418
MATR3	0.811968597
WDR4	0.812471251
HP1BP3	0.812500365
TPD52	0.812626993
PPID	0.813121865
UBA1	0.81373697
RALA	0.813801703
DDOST	0.814299244
MKLN1	0.814628311
CDC40	0.815179599
ATF7IP	0.815190761
KLHDC4	0.8153352
ANGEL2	0.816158454
CAMK2G	0.816253761
ARPC5L	0.816381648
PUM1	0.81697232
TEX264	0.817741423
ECD	0.818168387
PSMD2	0.818381157
RSBN1	0.818887318
SLC7A11	0.819006514
LUC7L	0.81917271
TMEM256	0.819197233
RMDN3	0.819231529
LDLR	0.819808812
EVI5	0.819845866
RUVBL2	0.819959117
EPB41L2	0.820083227
EBPL	0.820235761
TAF13	0.820320608
WDR43	0.820931037
STK17A	0.821361498
L3MBTL2	0.82220937
COPS2	0.822237628
C7orf25	0.822720828
PABPN1	0.823453928
MBNL1	0.823770087
OSBPL8	0.823860458
IARS	0.82406864
PHF8	0.825056924
VMP1	0.826014377
NXF1	0.828030277
CCDC59	0.828529741
ASPH	0.829015955
PRCP	0.829382681
TOR1B	0.829439163
COX5A	0.829459307
RAB5A	0.830413938
CCT4	0.830899708
RNPEP	0.831413415
SQSTM1	0.832468008
STK38L	0.832890014
SASH1	0.83294564
POLR3C	0.833281072
RPN1	0.833844333
DGCR8	0.834485565
RHOF	0.834627061
DKC1	0.834656107
FANCC	0.834857795
SLC25A17	0.835171326
CUL4A	0.835213362
ROMO1	0.835693453
PSMG3	0.836260538
HIRIP3	0.836367617
ENOPH1	0.836604869
CORO1B	0.836729946
CSE1L	0.838669061
SMYD3	0.838697735
CLTB	0.839714883
CDC45	0.839729894
FERMT2	0.840826807
NUP54	0.841057125
THUMPD3	0.841262073
SMAD2	0.841753106
ITSN1	0.841917738
NOP14	0.842098761
TRNT1	0.842133136
PTRHD1	0.842347831
GAL	0.842391826
HYAL2	0.843155643
PRKCDBP	0.84351619
USE1	0.845158831
MCRS1	0.845214343
TAZ	0.84545695
DECR2	0.84563461
GRWD1	0.846442683
ORC3	0.846563121
TSSC1	0.847707005
ESCO2	0.847996907
PHF21A	0.848214688
UTP14A	0.848928193
DFNA5	0.849175098
FXYD5	0.849668863
ZMYM3	0.849804063
SRSF3	0.850221725
MRPL40	0.850670852
DDRGK1	0.850932355
NBN	0.851570791
ZCCHC4	0.852403388
C5orf28	0.853209788
TRIP6	0.853263111
COQ9	0.854172996
SERPINB1	0.85420454
PLA2G4A	0.854508779
PKD2	0.854767865
SMYD5	0.855348235
CAB39	0.855551274
AKIRIN2	0.856939661
SURF6	0.857354309
STEAP3	0.858228641
P4HA1	0.85836004
MICU1	0.858545621
CTBS	0.85897022
HGSNAT	0.859347831
PTGES	0.859458563
RBM42	0.859650854
PRMT5	0.859916975
KIF23	0.859919144
EEF2K	0.860029462
UBA6	0.860820056
GTPBP8	0.861126178
DRAP1	0.861355555
LARP4	0.861387864
ELOF1	0.861455195
GADD45GIP1	0.861508085
SURF4	0.862426108
NUDT19	0.862570535
SLC47A1	0.863013942
B4GALT5	0.863177021
PRAME	0.863988372
NPM1	0.864036644
MAP7D3	0.864196765
MAP2K5	0.864209688
MIEN1	0.864874693
EMC7	0.864892421
C16orf70	0.865111476
RMDN1	0.865167962
DIS3	0.865334921
BFAR	0.865721624
TMEM33	0.865941357
ACTG1	0.866385204
YARS2	0.866600288
SFXN1	0.866771657
AEN	0.866848233
SHPK	0.86707657
LIMD1	0.867403254
DAG1	0.867434835
HOXC10	0.867500685
MAF1	0.868882766
ABCF3	0.868990574
PDCD6IP	0.869670128
SNX9	0.870250059
MAP2	0.870463679
DDX49	0.870825151
PTBP2	0.872225424
VRK2	0.872813227
ALDH9A1	0.87282876
SLC38A9	0.873281715
HERC4	0.873393684
RBM26	0.873473884
DFFA	0.873506291
LAGE3	0.873514458
LRSAM1	0.874135014
PAM16	0.874788348
XPNPEP1	0.875930723
HSD17B11	0.876294621
CMIP	0.876384973
TPP2	0.876651911
COPS7A	0.877454719
CMTM6	0.878416302
SHFM1	0.878894686
C1orf52	0.879017567
SUCLG1	0.879957288
DNM1L	0.879985765
HSD17B4	0.881086068
CDK2	0.881293545
PPP1R3C	0.882242824
ANPEP	0.882389359
CENPK	0.882436161
PRIM1	0.882894569
ZNF148	0.883124852
TOP1MT	0.883308625
PWP1	0.883502192
CLP1	0.883685467
SLC48A1	0.884305469
SLC25A15	0.884436287
ETFDH	0.885025026
SF3A2	0.885284139
CD55	0.885320461
TM9SF2	0.885656192
ZRANB2	0.886507736
UQCRFS1	0.887456742
MCM7	0.887674043
FAU	0.887726252
STK32B	0.888711614
PHACTR4	0.88880127
TXNDC17	0.888834054
LRCH4	0.889076347
RLIM	0.889282113
XIAP	0.890793988
GNB2	0.89081079
C18orf8	0.891805244
MALSU1	0.892029531
NDUFV2	0.892791005
RPP38	0.89315747
CTDSPL2	0.893743586
AGK	0.893778233
HNRNPK	0.893872323
NDUFV1	0.894222392
AGMAT	0.89425496
IPO11	0.895128813
FIS1	0.896837656
RTCB	0.896923486
DDI2	0.897074828
C1GALT1C1	0.89744484
TWISTNB	0.897575743
STIP1	0.897673348
LIN9	0.897771223
NUP93	0.898142167
MRPS25	0.898629024
CCT2	0.898823851
PYCR2	0.899216283
TNPO1	0.899566946
USP15	0.900058562
WDR77	0.900061172
SMARCAD1	0.900063819
CBR1	0.900091003
PDP1	0.900952631
THAP7	0.900967973
RBM25	0.901126679
TACO1	0.901201871
BYSL	0.901229635
NPR3	0.901353886
ASB6	0.901398412
HSDL1	0.901560183
C2orf43	0.901578529
CAND1	0.901693008
GALNT3	0.90212355
PPP1CA	0.902202025
UBXN4	0.902507038
SPTLC1	0.902967303
CTSA	0.903315916
PARPBP	0.903760904
WDR3	0.904781093
RBBP4	0.904965719
TAF10	0.905032305
ATF7	0.905231372
SHOC2	0.905901161
KLF6	0.90595651
TPGS2	0.906845077
INTS4	0.907378735
NDUFS1	0.907412937
PDLIM7	0.907608646
PEX3	0.908219325
LGMN	0.908364488
APEH	0.908489825
GNPDA2	0.909943782
UMPS	0.910242783
KATNA1	0.910667993
NDUFB10	0.911175448
MED20	0.911516319
GNPDA1	0.91177142
BID	0.912453419
NAB2	0.91300958
CYHR1	0.913045739
USP4	0.915050717
CBR4	0.915805695
NUCB1	0.916279883
HEATR2	0.916559808
DPYSL3	0.91755704
ZBTB6	0.918003733
MEF2C	0.918016139
TBC1D22A	0.918157155
SOCS6	0.918453147
LRRC40	0.918923151
C3orf38	0.919072399
TMOD1	0.919488324
SREK1	0.919583701
UBE2Z	0.919585256
KCTD17	0.920127835
NDFIP1	0.921483208
RAD51	0.921521508
NOP9	0.92188331
NOL6	0.922054342
ERI3	0.923500167
CD68	0.923728607
LRRC58	0.923865548
ATP6AP2	0.924696743
PSMA4	0.924896398
FARSB	0.925035549
MTPAP	0.92515361
CERS2	0.92547187
ACAT1	0.925852479
ZNF367	0.926061605
PPP2R5E	0.926254842
RAB22A	0.926647967
CPNE8	0.926670596
BHLHE40	0.926701565
RPL34	0.927138089
NFKBIA	0.928291817
CAMK1	0.928303035
MTMR9	0.928393523
CNOT4	0.928446739
SLC35A3	0.928585667
WIPF2	0.92944672
AP1B1	0.929643371
ATG3	0.930756044
SP3	0.932013162
CBL	0.932740246
DCAF13	0.933644426
SKP2	0.934245555
FDPS	0.93427731
CREB3L2	0.93466672
ABI1	0.934895555
RPS19BP1	0.935064055
DYNC1LI2	0.935512155
POLE4	0.935839454
ATP6AP1	0.936272225
COPRS	0.93788241
SNUPN	0.937892227
RTCA	0.938162676
XRCC5	0.938481071
PDIA6	0.938536916
SQRDL	0.938755094
TOX4	0.938756261
HAUS8	0.938967302
LRP1B	0.939174807
PAPD5	0.939437276
SHQ1	0.939659451
RAD18	0.940443155
ZNF143	0.940842458
MIS18A	0.941634076
LGALS8	0.94188246
PTBP3	0.941994397
RPP25L	0.94210386
YAP1	0.942171241
AGFG2	0.942955788
TMEM9B	0.943018523
SOCS4	0.943027815
ENO1	0.943826716
IPO8	0.945017775
NEK2	0.945402341
RNF25	0.945681089
SPTY2D1	0.946296316
PPT1	0.946358614
ZFPL1	0.946615676
RPL8	0.94723038
MTX3	0.94841892
NDFIP2	0.948689004
SUMF2	0.948752618
C18orf21	0.948910004
DHX8	0.94893586
VDAC3	0.949611088
PUS7	0.949639039
RUNDC1	0.949647704
HSP90B1	0.949858656
FBLN1	0.950864421
EWSR1	0.951148822
PCBP2	0.951414112
BPGM	0.951587795
NAA16	0.951920284
METTL3	0.952707889
UBA3	0.952727985
DYNLL2	0.952759549
SP4	0.952937963
WDR44	0.953392438
KLHL13	0.953400386
EDC3	0.953887111
OS9	0.953898592
LRRFIP2	0.954471178
PRMT7	0.955492789
CHMP7	0.955567898
JMJD4	0.95876768
TOE1	0.95887677
EMC10	0.958898668
SHMT2	0.958930701
GABPB1	0.959449409
CHMP2B	0.959682545
MCM6	0.959694465
SNX33	0.959716405
PRPF4	0.959817284
TTC39C	0.959854077
ZNF330	0.960780777
MRRF	0.961353222
ATP6V1H	0.961666261
HECTD3	0.961793996
TXNDC5	0.96212704
RPF1	0.962676786
TRAPPC13	0.963392341
HARS2	0.963675864
PCMT1	0.964125275
NDUFAF3	0.964272493
RRM1	0.964518943
MCTS1	0.96482773
ECSIT	0.964906655
SLC25A5	0.965046624
PBK	0.965364025
RRAS	0.965470349
WARS	0.966345425
DCUN1D4	0.966378964
PSMB4	0.966726513
PDIA4	0.96762747
RAP1GDS1	0.967669889
PPP1R12A	0.968069511
SIL1	0.968186251
FAM120B	0.96829114
LMNA	0.969033806
CSNK1A1	0.969230122
FAM46A	0.969728326
MRPL12	0.970259425
NCL	0.971082202
TOMM70A	0.97117812
P4HA2	0.971954724
PSIP1	0.971962456
TP53BP1	0.972799916
CDCA4	0.974142381
MED4	0.974146156
RNF121	0.974723922
RIOK2	0.975391878
DNAJC9	0.975752454
NUDT3	0.976707218
YME1L1	0.97688794
LAMP1	0.976945788
PDCD2L	0.977099598
PDHB	0.97732443
ATF1	0.977397018
FUBP3	0.977534345
RBPMS	0.978114386
NLE1	0.978706994
CDH13	0.978746822
DGUOK	0.979297453
NUMB	0.979553654
LMBRD1	0.979657395
IL7R	0.979846629
SUCLG2	0.979913586
PEPD	0.980928404
LMAN2L	0.981165111
CYR61	0.981200749
PRMT10	0.981574526
ATP6V1B2	0.981803162
UQCC1	0.982443723
PSMD1	0.982567424
FNBP1L	0.982722009
RPS3	0.983873509
UBE2O	0.983887128
FNIP1	0.98438681
CD3EAP	0.985049659
ALDH1B1	0.988193626
RPL26	0.988227832
RBM22	0.989137127
HYOU1	0.989377146
JTB	0.990047122
ALAS1	0.990129331
COPS6	0.990565975
PCGF1	0.990685005
ATP6V1G1	0.9916037
DCUN1D5	0.991860388
CDC20	0.992370039
CCDC47	0.992773342
FKBP9	0.992815404
BCL2L13	0.992910575
OSBP	0.993134681
RAD23A	0.993286265
FAM83D	0.993709822
PRKAA1	0.994065793
VRK1	0.994288234
TMEM135	0.994517935
CLGN	0.994737885
TTC31	0.994801093
BAG2	0.995347411
MCM3	0.995368943
ACAT2	0.995496266
OSER1	0.995688618
CCNC	0.995768125
CDH2	0.996135981
MTA3	0.996339884
IK	0.996706338
CDC23	0.996767431
COQ3	0.997614722
WDR55	0.998144443
WIBG	0.998841209
NAA50	0.999067163
UEVLD	0.999438093
RAB14	0.999873586
CD2BP2	1.00021628
CTNNA1	1.000383849
ARFGAP1	1.000879424
TMED5	1.001207782
RAD51AP1	1.001578729
PICK1	1.002099993
SAFB2	1.002271067
RACGAP1	1.003702187
IAH1	1.004027065
IFIT1	1.004344536
BCCIP	1.004610358
UTP14C	1.005143303
BGN	1.00605801
BRD4	1.006651018
GIPC1	1.007198021
DKK1	1.007481306
TIMMDC1	1.007849099
GLIPR1	1.008473412
GGNBP2	1.008474545
UNC45A	1.008790763
TTLL12	1.008835313
GDF15	1.009159999
HNRNPM	1.01027776
SMARCA2	1.010353663
MRPS35	1.010623218
APRT	1.010833806
DDIT4	1.011140317
GSK3B	1.01259106
CTPS1	1.013203215
RABEP2	1.015065991
VIM	1.016637372
AACS	1.016865242
PEX5	1.017236705
CCDC51	1.017867042
SDE2	1.017998568
ENAH	1.018542662
WASL	1.018791004
NUDT5	1.019044845
ACP1	1.019065708
FYTTD1	1.019877267
TMEM209	1.021552777
TUBD1	1.021795924
ATL2	1.023557475
CD2AP	1.023560171
PAPOLG	1.025378846
ATP6V0B	1.025824178
TOR1A	1.026696006
UPF3A	1.026919125
GORASP1	1.026940543
RPS5	1.02774562
C3	1.027879033
LACTB2	1.029277793
C14orf2	1.029333296
C9orf3	1.03030276
MPI	1.031491906
ESD	1.031605548
SLC23A2	1.031959741
TMED1	1.032411956
WDR18	1.032694265
CHAC2	1.033105153
SMARCA5	1.033365602
DHCR7	1.034648178
STX8	1.034997118
NDUFA10	1.035017612
EEF1B2	1.035405336
INTS3	1.036094216
RPS11	1.036125612
PARP14	1.0363585
SLU7	1.037137058
IGF2BP3	1.037866256
TMEM30A	1.038149851
SLC3A2	1.038420252
EEF1D	1.039521679
CEP97	1.039942481
PIAS4	1.040455902
LRRC42	1.041443822
CEP44	1.041723412
TNFSF9	1.041799638
CS	1.042164145
SAMM50	1.043643152
PAFAH1B1	1.043645875
PRKAG2	1.0438673
MRPL15	1.044067148
ACTR3	1.045193886
POLDIP3	1.045960224
TRAPPC12	1.046340863
VAPB	1.047093269
DDX3X	1.047138243
ALDOC	1.047591199
MACROD1	1.04787892
CHTOP	1.049130153
ECHS1	1.049891534
MBIP	1.051021054
PCGF5	1.051445582
CLTA	1.05175162
MTR	1.053220849
TUBB4B	1.053644075
ARFIP2	1.053832583
CLN5	1.054326271
WDR74	1.054391634
ADH5	1.054434442
BUD13	1.054879328
CDC42EP3	1.055573331
RASSF1	1.055577348
C17orf85	1.055699942
FAM114A2	1.056583528
ETFA	1.057565799
SDAD1	1.057587492
DDX58	1.058017857
ARSK	1.058269686
DEDD	1.05903141
CASP4	1.059132131
STX7	1.059768212
KIF2C	1.060379873
WRB	1.061133292
EBF1	1.061247189
GATA6	1.062146667
VPS37B	1.062220312
APOA1BP	1.063191947
DCTD	1.063434133
DDX21	1.063891995
SEL1L	1.064528795
CCDC127	1.064855888
ALDOA	1.065886251
PREP	1.06593427
C16orf72	1.066700899
LZTFL1	1.066786273
VPS45	1.066962213
TM2D2	1.066977214
MED10	1.067099065
EGLN3	1.067427928
DIAPH2	1.067772589
AIP	1.067963153
FEZ2	1.067985236
TMEM261	1.067990192
MORF4L2	1.068524999
C12orf10	1.068698114
SURF2	1.068873306
NFS1	1.069133325
NDUFS3	1.069210563
CDC6	1.069607754
YIF1B	1.070498893
WDHD1	1.070665204
MFAP1	1.07161408
PDK1	1.072050177
OSBPL11	1.074103334
TADA2A	1.07457619
NCSTN	1.074613914
DDX18	1.07489036
ZAK	1.075025669
CRISPLD1	1.07793398
LEPROTL1	1.078046025
YIPF3	1.078286339
DNASE2	1.078450679
FBXO5	1.078867074
NUP62	1.07904439
MKL2	1.079071571
ATPAF1	1.079425522
EIF3B	1.079463386
AKR7A2	1.080338026
PYGB	1.080454932
TRUB1	1.080470254
GLCE	1.080511676
SPTLC2	1.080545036
CRIP2	1.082658165
CDA	1.082853137
C21orf33	1.08408829
BNIP2	1.084111862
RPL10A	1.084328655
OSGEP	1.084477098
TGM2	1.085441223
M6PR	1.085659552
STX5	1.085926697
KLHL8	1.086562938
SRP19	1.087575496
PLBD2	1.087689129
LGALS3	1.087694061
KLC1	1.088074047
POFUT1	1.088159171
CMC1	1.088321844
SCAMP4	1.089107474
ZYX	1.089186774
MORF4L1	1.090062085
MRPL39	1.090355833
MDH2	1.090686404
KBTBD4	1.090768447
TNS4	1.091388544
CCDC22	1.091956632
NABP2	1.093118499
MPDU1	1.093266733
CFDP1	1.093926042
NDUFAF4	1.093988828
GMPR2	1.094009807
FAM50A	1.09507523
C5orf30	1.095296964
CSTF2	1.095869884
ARMC6	1.097089871
RDH14	1.099674655
EDIL3	1.09969787
TLDC1	1.099741171
GLO1	1.099847506
TSR1	1.100098069
SNX2	1.100365402
TMEM64	1.100580253
STAT3	1.100586863
RPL14	1.100680894
PPIB	1.100867861
CUL2	1.101004745
CXCR4	1.10113416
RPP40	1.101336186
UBXN1	1.101597326
CNOT8	1.10170066
GPN2	1.102928755
AKT1S1	1.103402454
NFYB	1.104736816
AMDHD2	1.104760827
PIR	1.105147267
KIF11	1.106024137
NCEH1	1.106290403
TATDN1	1.106977331
GSS	1.108340762
ERLIN1	1.108598911
VRK3	1.108840463
CLPX	1.109350674
FAF1	1.109956682
TARDBP	1.110209083
CLIC4	1.110481705
EIF2S1	1.110912593
PFDN1	1.110962495
TUBA4A	1.111077965
WDR82	1.112346574
NSDHL	1.112434315
MESDC2	1.112929174
HNRNPL	1.112946308
HIBADH	1.113525029
PALM2	1.115074029
HAUS2	1.115441383
TSPAN3	1.116302061
PCNA	1.11690509
MLF2	1.117443814
C19orf52	1.118234469
TFRC	1.118308062
CCDC85C	1.119586768
ZNF259	1.120491343
VAT1	1.120556138
NCS1	1.12064632
TFCP2	1.120716118
PAICS	1.121256575
RMND5A	1.121352256
U2AF2	1.12140018
BRMS1	1.12223974
ZEB1	1.122277904
TMEM87A	1.122310768
LIPA	1.122385176
ATIC	1.122996633
ZIC2	1.124051346
CCDC50	1.124769766
TRIP4	1.124909433
TMX4	1.125621274
CCDC117	1.12631645
HSPBP1	1.126800381
PRDX6	1.127344924
CTSL	1.127705583
F3	1.128285417
COMMD8	1.128863132
LSM3	1.12888363
RANGAP1	1.129123153
FKBP5	1.129754231
RNF34	1.130013759
RCL1	1.130623946
TMEM14C	1.130833287
KDM1A	1.131032294
RNMT	1.131847737
COG4	1.131853394
PON2	1.131867271
NSMCE1	1.13286631
CDC42SE1	1.133017564
MEAF6	1.133108782
ETS1	1.133136593
ARFRP1	1.133740306
TAF15	1.134302104
ALCAM	1.134512722
MXI1	1.134668037
PTPLAD1	1.134748034
CCT3	1.135176893
ATP5B	1.135848684
MINPP1	1.136280123
CTSB	1.138572989
WDR61	1.138587271
KRR1	1.138818223
NME6	1.139265457
CLK3	1.139687771
MED7	1.139820201
BCL2L12	1.139887841
FCF1	1.140739896
PGM1	1.14167618
HOMER1	1.142048717
WDR48	1.142186119
ZNF622	1.142694477
APTX	1.143739446
MSN	1.144021173
PTPN1	1.144166952
RRP1	1.14438322
ACADM	1.144482611
RNF114	1.144608455
S100A16	1.144675589
QKI	1.144800407
PMPCA	1.144895407
ETNK1	1.145006534
RGS2	1.145462253
PTGR1	1.146048108
NELFCD	1.146386048
TOR1AIP1	1.146595132
KIAA0101	1.147284989
USP5	1.147693751
MCM4	1.147789478
RPL37	1.147958494
PDK3	1.148176314
FSD1	1.149029777
DIMT1	1.149633334
AARS	1.150212998
ISG15	1.150293615
FAM117B	1.150329148
SRA1	1.15039661
FAM104A	1.150413496
SC5D	1.150941898
PRDX4	1.150991183
BRI3BP	1.151428658
CCDC132	1.15158787
DNAJC16	1.151874962
COPS4	1.151953327
DNTTIP1	1.152051931
INO80E	1.152444271
ENTPD7	1.152639704
RSL1D1	1.153511702
MB21D1	1.153999904
EIF2AK2	1.155350211
POC1A	1.155844632
FUBP1	1.156590659
SCARB1	1.156665373
CCNB1	1.156816075
HBS1L	1.156900739
THOC7	1.157604483
RBM23	1.157812506
MTG1	1.157816406
FBL	1.158471542
MTX2	1.159111179
PRKCA	1.159215657
CFL2	1.159599938
SCO1	1.160390388
RNF20	1.160538129
TUBGCP4	1.160612327
SLC25A13	1.162683881
HARS	1.163175732
GTPBP10	1.163934232
NARS	1.164238319
PPP2R5D	1.164428359
FBXO32	1.164703316
CSRNP2	1.164799969
PRPF31	1.165547416
KYNU	1.166397244
SKIL	1.166825876
LRRC47	1.167703678
ATP5F1	1.167978183
PSMC4	1.169041508
NCAPH	1.169694115
ERP44	1.169893452
STAT1	1.170336759
LEMD3	1.170896186
SF3A1	1.171261899
MVB12A	1.172415753
GOLT1B	1.172617813
RPUSD4	1.172677774
CYB5R3	1.17304413
TMEM59	1.173347066
MYCBP	1.173661186
EEF1A2	1.173853377
ACTL6A	1.174070084
TM2D3	1.174444156
TAF3	1.174656522
PID1	1.174908824
POLR3D	1.176312224
MED22	1.176652119
TMEM66	1.177026306
GLRX3	1.177393466
MBNL2	1.178277805
HSDL2	1.178371076
CD81	1.178468797
TRAPPC2L	1.178491994
MRPL4	1.178557398
FBXO21	1.178722529
PLGRKT	1.17897437
PGGT1B	1.179668276
PCCB	1.180122438
IRF1	1.180145533
MRPL19	1.180190285
PLD1	1.182125455
MIF	1.182166152
SLC38A2	1.182730854
SUSD5	1.183008478
TECR	1.183130179
EIF3I	1.183276888
SGPL1	1.183369867
SH3PXD2B	1.183371655
NAPG	1.183736341
MYOCD	1.184059286
ZNF24	1.184648613
HMGN5	1.184800959
SSH3	1.184898618
GRN	1.185594572
KPNB1	1.18602769
GNS	1.187532155
OAT	1.187958924
BBS7	1.1886994
PPME1	1.188769008
PAPSS1	1.188930985
MAPK1IP1L	1.190055563
DDX20	1.191280244
CLDN12	1.19131258
CKS2	1.192299508
RAD1	1.192418287
MAVS	1.193479729
NFU1	1.193955772
GEMIN6	1.196072032
DNAJC8	1.196247315
KARS	1.19665842
ALG6	1.196691911
ZC3HAV1	1.196778794
SNAI2	1.197399652
NHP2L1	1.197411203
UBQLN1	1.19758903
CDC37	1.198385163
PMM2	1.199616686
SLC35F2	1.199820833
GSN	1.199881829
COMMD4	1.199924234
CDK1	1.200317735
TSNAX	1.200880665
CAT	1.202543722
RFC2	1.20331404
UCHL3	1.20340209
TTC4	1.204077846
REEP3	1.204143193
CPSF2	1.204548688
GLA	1.205653205
GSTO1	1.20622579
ATPAF2	1.206252008
PPP5C	1.20729164
LAMTOR2	1.207439094
CCNB2	1.207742351
WBSCR22	1.207905941
GALNT7	1.20821232
SPAG7	1.209039278
CHID1	1.20973225
CENPQ	1.209907441
PPP1CC	1.209987894
TAF6L	1.210582157
RBM28	1.210673664
KIAA0825	1.210855266
PFKM	1.211512336
SNRNP27	1.211582427
RHOC	1.211996402
PHAX	1.212250832
TFAM	1.212657176
FARSA	1.213098341
ALG1	1.213825488
SCAMP3	1.214705657
ELF1	1.215441522
SLMO2	1.217055983
CALU	1.217633275
ACTB	1.218014743
RBM41	1.218337627
GPATCH3	1.218753844
FAM216A	1.219065817
UBLCP1	1.219115096
C1QBP	1.219180284
ACTC1	1.21941963
EXOSC5	1.219711838
HNRNPH3	1.219889152
VPS26A	1.220155338
GM2A	1.221347782
PNRC1	1.222138582
MAP1B	1.222709253
KCNAB2	1.223137166
ZCCHC17	1.224055887
FKBP3	1.224522755
PPP2R1B	1.225049319
AP1S1	1.225080225
COX16	1.225300412
TIPARP	1.225375097
BCL2L1	1.227197405
UXS1	1.227887843
FKBP11	1.228310679
HSPA4	1.228351058
EIF1	1.229491536
WDFY1	1.229824805
UCHL5	1.229903633
PREPL	1.230225512
CALCOCO2	1.230447559
POP4	1.230608247
RAE1	1.231422799
NAA10	1.232121899
ILKAP	1.232290882
MAPRE2	1.233280207
HNRNPU	1.233354023
STRAP	1.233408865
MRFAP1	1.233588093
BAD	1.233610406
UBE2B	1.233809476
RQCD1	1.233939576
FOXN2	1.234080141
DARS	1.23429631
ETV5	1.234420281
FBXO3	1.234605998
PLAA	1.235591746
DHDDS	1.236124304
CDR2	1.236210181
TRA2A	1.236241607
RETSAT	1.236327405
PDHA1	1.236552383
EXOSC9	1.236600194
SLPI	1.237068258
POGLUT1	1.237479836
OIP5	1.239000269
DIRC2	1.239007135
TAMM41	1.239378533
IL10RB	1.240323742
STAM	1.240888198
FNBP1	1.241136144
MST4	1.24140439
SH2D4A	1.24175561
MMGT1	1.242086381
QDPR	1.242372034
PROSC	1.24265213
MSMO1	1.24325697
CLN3	1.24329011
HNRNPR	1.243513269
OXSR1	1.243837767
IGSF8	1.243925583
MAEA	1.244559211
ARL2BP	1.245014315
SRP68	1.245825116
PRKAR2A	1.246315781
BCAP29	1.246632943
IDH2	1.246673977
ARL8A	1.24673142
IGF2BP1	1.247927513
SCNM1	1.248034808
TGFB2	1.248425571
RPL35	1.250253327
DSTYK	1.250379624
ELOVL6	1.250646592
MKNK1	1.251233806
EIF3F	1.25197249
SLC39A9	1.252571807
PBX1	1.252860632
BRIX1	1.253869127
2-Sep	1.253882526
TOM1	1.254049565
SYAP1	1.254890859
USP14	1.255053251
AIMP2	1.255236381
NUDC	1.256141213
EPB41	1.256319431
ETF1	1.257390604
DSN1	1.257412049
TRAFD1	1.258427983
QRICH1	1.258663201
FOXK1	1.260096458
PRPF18	1.260494449
RCN1	1.26053582
DLST	1.260696721
WDR36	1.260881195
SPATA2	1.261197747
SSU72	1.26186752
MTG2	1.262524409
RPL28	1.263087617
PSMB7	1.263435935
AGA	1.263550299
RCHY1	1.264520954
ELOVL5	1.264575223
CTTN	1.265020319
MGRN1	1.26528915
MRPL55	1.265693262
ORC2	1.266082368
RNF2	1.266127001
SNRK	1.266410261
SEC11A	1.267130178
HELLS	1.267811546
COQ5	1.26795755
ETFB	1.268306318
CISD1	1.268422882
CENPU	1.269427174
RALB	1.269968308
DDX1	1.270439354
LPL	1.270763018
ADD1	1.270952258
PSMD9	1.2713463
ZC3H15	1.272529825
EBNA1BP2	1.272678368
PSMD4	1.272971804
ANP32B	1.275836985
GLUD1	1.27631634
CLPB	1.276443819
ASH2L	1.277056635
RPL5	1.277222716
MRPL18	1.277270728
PSMD6	1.278512669
ATP6V1D	1.278728915
RTN4	1.278942759
PTBP1	1.279360241
SLC39A14	1.279391213
SPG20	1.280455208
SMU1	1.280834985
NAA15	1.280882407
ATP5C1	1.281432532
JKAMP	1.281886392
CHMP3	1.281947622
SH3GLB2	1.282480545
MRPL47	1.282753027
KRT7	1.283634123
ALDH7A1	1.284289867
GCLM	1.284723435
MRPL22	1.284882155
NMI	1.28519156
LANCL2	1.285817801
MAPK8	1.286545854
PTTG1IP	1.28742672
DCUN1D1	1.287673692
PRKCSH	1.288175191
SLC9A3R2	1.289834993
SERPINH1	1.290022666
FOXP2	1.290590128
OCIAD1	1.291517174
C10orf88	1.291585609
SIKE1	1.292188207
TIMM17B	1.292189703
RUVBL1	1.292438609
CIB1	1.293146928
NIFK	1.29364188
NUDCD1	1.293758842
SCRN2	1.294192562
NDUFS2	1.294843265
C6orf89	1.295389478
ATP6V1C1	1.295579154
FGFR1OP2	1.295624106
CBX3	1.295857637
CANX	1.296665461
GYG1	1.297222161
EIF1B	1.297611444
RRM2	1.297660987
